cnt,clinical_trial_status,progression_bin,symptom_burden_bin,tx_class,tx_modality,tx_specific,visual_status_bin,site
19,NOT_MENTIONED,,,ETOPOSIDE,CHEMOTHERAPY,,NOT_MENTIONED,
19,NOT_MENTIONED,,,ETOPOSIDE,CHEMOTHERAPY,,,
19,NOT_MENTIONED,,,ETOPOSIDE,,,NOT_MENTIONED,
19,NOT_MENTIONED,,,ETOPOSIDE,,,,
19,NOT_MENTIONED,,,GROSS TOTAL,SURGERY,GROSS_TOTAL,,
19,NOT_MENTIONED,,,GROSS TOTAL,SURGERY,,,
19,NOT_MENTIONED,,,GROSS TOTAL,,GROSS_TOTAL,,
19,NOT_MENTIONED,,,GROSS TOTAL,,,,
19,NOT_MENTIONED,,,MAPK,TARGETED_THERAPY,,NOT_MENTIONED,
19,NOT_MENTIONED,,,MAPK,,,NOT_MENTIONED,
19,NOT_MENTIONED,,,MTOR,TARGETED_THERAPY,,DECLINING,
19,NOT_MENTIONED,,,MTOR,,,DECLINING,
19,NOT_MENTIONED,,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
19,NOT_MENTIONED,,,TOPOISOMERASE,,OTHER,NOT_MENTIONED,
19,,PROGRESSION,NOT_MENTIONED,ALKYLATING,CHEMOTHERAPY,OTHER,,
19,,PROGRESSION,NOT_MENTIONED,ALKYLATING,,OTHER,,
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,cumulus__none,,
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,,,
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,,cumulus__none,,
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,,,,
19,,PROGRESSION,SYMPTOM_PRESENT,MAPK,TARGETED_THERAPY,,NOT_MENTIONED,
19,,PROGRESSION,SYMPTOM_PRESENT,MAPK,,,NOT_MENTIONED,
19,,PROGRESSION,SYMPTOM_PRESENT,MTOR,TARGETED_THERAPY,cumulus__none,DECLINING,
19,,PROGRESSION,SYMPTOM_PRESENT,MTOR,,cumulus__none,DECLINING,
19,,PROGRESSION,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,OTHER,DECLINING,
19,,PROGRESSION,SYMPTOM_PRESENT,VINCA ALKALOID,,OTHER,DECLINING,
19,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,OTHER,DECLINING,
19,,PROGRESSION,,ALKYLATING,,OTHER,DECLINING,
19,,PROGRESSION,,ANTIMETABOLITE,CHEMOTHERAPY,NOT_MENTIONED,,
19,,PROGRESSION,,ANTIMETABOLITE,,NOT_MENTIONED,,
19,,PROGRESSION,,BIOPSY,SURGERY,NOT_MENTIONED,NOT_MENTIONED,
19,,PROGRESSION,,BIOPSY,,NOT_MENTIONED,NOT_MENTIONED,
19,,PROGRESSION,,BRAF,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,BRAF,,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,DECLINING,
19,,PROGRESSION,,CHEMOTHERAPY,,NOT_MENTIONED,DECLINING,
19,,PROGRESSION,,MAPK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,MAPK,,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,MEK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,MEK,,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,,
19,,PROGRESSION,,TOPOISOMERASE,,OTHER,,
19,,PROGRESSION,,TRAMETINIB,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,TRAMETINIB,TARGETED_THERAPY,,NOT_MENTIONED,
19,,PROGRESSION,,TRAMETINIB,,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,TRAMETINIB,,,NOT_MENTIONED,
19,,PROGRESSION,,,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,
19,,PROGRESSION,,,,trametinib 0.5 MG Oral Tablet,,
19,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,,NOT_MENTIONED,
19,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,,,
19,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,,,NOT_MENTIONED,
19,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,,,,
19,,STABLE,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,NOT_MENTIONED,
19,,STABLE,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,,
19,,STABLE,NOT_MENTIONED,VINCA ALKALOID,,,NOT_MENTIONED,
19,,STABLE,NOT_MENTIONED,VINCA ALKALOID,,,,
19,,STABLE,NOT_MENTIONED,,CHEMOTHERAPY,,NOT_MENTIONED,
19,,STABLE,NOT_MENTIONED,,CHEMOTHERAPY,,,
19,,STABLE,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,,,
19,,STABLE,SYMPTOM_PRESENT,CHEMOTHERAPY,,,,
19,,STABLE,SYMPTOM_PRESENT,,CHEMOTHERAPY,,,
19,,STABLE,SYMPTOM_PRESENT,,,NOT_MENTIONED,,
19,,STABLE,,,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
19,,STABLE,,,CHEMOTHERAPY,OTHER,,
19,,STABLE,,,,OTHER,NOT_MENTIONED,
19,,STABLE,,,,OTHER,,
19,,,NOT_MENTIONED,MAPK,TARGETED_THERAPY,,,
19,,,NOT_MENTIONED,MAPK,,,,
19,,,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,cumulus__none,,
19,,,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,,,
19,,,NOT_MENTIONED,OTHER TARGETED,,cumulus__none,,
19,,,NOT_MENTIONED,OTHER TARGETED,,,,
19,,,NOT_MENTIONED,TRAMETINIB,TARGETED_THERAPY,,,
19,,,NOT_MENTIONED,TRAMETINIB,,,,
19,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,OTHER,DECLINING,
19,,,SYMPTOM_PRESENT,ALKYLATING,,OTHER,DECLINING,
19,,,SYMPTOM_PRESENT,ANTIMETABOLITE,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
19,,,SYMPTOM_PRESENT,ANTIMETABOLITE,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
19,,,SYMPTOM_PRESENT,ANTIMETABOLITE,,NOT_MENTIONED,NOT_MENTIONED,
19,,,SYMPTOM_PRESENT,ANTIMETABOLITE,,OTHER,NOT_MENTIONED,
19,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,DECLINING,
19,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,NOT_MENTIONED,DECLINING,
19,,,SYMPTOM_PRESENT,MTOR,TARGETED_THERAPY,cumulus__none,DECLINING,
19,,,SYMPTOM_PRESENT,MTOR,,cumulus__none,DECLINING,
19,,,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,OBSERVATION,IMPROVING,
19,,,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,,IMPROVING,
19,,,SYMPTOM_PRESENT,OBSERVATION,,OBSERVATION,IMPROVING,
19,,,SYMPTOM_PRESENT,OBSERVATION,,,IMPROVING,
19,,,SYMPTOM_PRESENT,TOPOISOMERASE,CHEMOTHERAPY,OTHER,,
19,,,SYMPTOM_PRESENT,TOPOISOMERASE,,OTHER,,
19,,,SYMPTOM_PRESENT,TRAMETINIB,TARGETED_THERAPY,,,
19,,,SYMPTOM_PRESENT,TRAMETINIB,,,,
19,,,SYMPTOM_PRESENT,,OBSERVATION,OBSERVATION,IMPROVING,
19,,,SYMPTOM_PRESENT,,OBSERVATION,,IMPROVING,
19,,,SYMPTOM_PRESENT,,,OBSERVATION,IMPROVING,
19,,,,BRAF,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,BRAF,,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,CHEMOTHERAPY,CHEMOTHERAPY,,IMPROVING,
19,,,,CHEMOTHERAPY,,,IMPROVING,
19,,,,ETOPOSIDE,CHEMOTHERAPY,,NOT_MENTIONED,
19,,,,ETOPOSIDE,CHEMOTHERAPY,,,
19,,,,ETOPOSIDE,,,NOT_MENTIONED,
19,,,,ETOPOSIDE,,,,
19,,,,GROSS TOTAL,SURGERY,GROSS_TOTAL,,
19,,,,GROSS TOTAL,SURGERY,,,
19,,,,GROSS TOTAL,,GROSS_TOTAL,,
19,,,,GROSS TOTAL,,,,
19,,,,MAPK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,MAPK,,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,MEK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,MEK,,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
19,,,,TOPOISOMERASE,,OTHER,NOT_MENTIONED,
19,,,,TRAMETINIB,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,TRAMETINIB,,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,,,,,,trametinib 0.5 MG Oral Tablet,NOT_MENTIONED,
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,SYMPTOM_PRESENT,,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,ALKYLATING,,,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,BRAF,TARGETED_THERAPY,cumulus__none,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,BRAF,,cumulus__none,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,VINCA ALKALOID,CHEMOTHERAPY,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,VINCA ALKALOID,,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,VINCA ALKALOID,,,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,CHEMOTHERAPY,,NOT_MENTIONED,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,PLATINUM,,CARBOPLATIN,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,VINCA ALKALOID,,OTHER,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,,,CARBOPLATIN,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,OBSERVATION,OBSERVATION,OBSERVATION,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,OBSERVATION,OBSERVATION,,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,OBSERVATION,,OBSERVATION,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,OBSERVATION,,,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,PLATINUM,,CARBOPLATIN,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,VINCA ALKALOID,CHEMOTHERAPY,VINBLASTINE,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,VINCA ALKALOID,,VINBLASTINE,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,CHEMOTHERAPY,CARBOPLATIN,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,CHEMOTHERAPY,VINBLASTINE,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,OBSERVATION,OBSERVATION,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,OBSERVATION,,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,,CARBOPLATIN,NOT_MENTIONED,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,,OBSERVATION,,boston_childrens
19,AVAILABLE_AND_ELIGIBLE,,,,,VINBLASTINE,,boston_childrens
19,AVAILABLE_NOT_ELIGIBLE,PROGRESSION,SYMPTOM_PRESENT,,,,DECLINING,boston_childrens
19,AVAILABLE_NOT_ELIGIBLE,PROGRESSION,,,,,DECLINING,boston_childrens
19,AVAILABLE_NOT_ELIGIBLE,,SYMPTOM_PRESENT,,,,DECLINING,boston_childrens
19,AVAILABLE_NOT_ELIGIBLE,,,,,,DECLINING,boston_childrens
19,NOT_AVAILABLE,PROGRESSION,,,,,,boston_childrens
19,NOT_AVAILABLE,,,,,,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,MTOR,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,MTOR,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,PLATINUM,,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,VINBLASTINE,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,VINBLASTINE,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,,VINBLASTINE,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,,VINBLASTINE,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,VINBLASTINE,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,VINBLASTINE,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,VINBLASTINE,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,VINBLASTINE,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,ANTIMETABOLITE,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,ANTIMETABOLITE,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,MAPK,TARGETED_THERAPY,,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,MAPK,,,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,OTHER TARGETED,TARGETED_THERAPY,cumulus__none,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,OTHER TARGETED,TARGETED_THERAPY,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,OTHER TARGETED,,cumulus__none,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,OTHER TARGETED,,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,TOPOISOMERASE,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,TOPOISOMERASE,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,ALKYLATING,,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,BIOPSY,SURGERY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,BIOPSY,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,MTOR,TARGETED_THERAPY,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,MTOR,,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,OBSERVATION,OBSERVATION,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,OBSERVATION,OBSERVATION,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,OBSERVATION,,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,OBSERVATION,,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,TRAMETINIB,TARGETED_THERAPY,,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,TRAMETINIB,,,,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,VINCA ALKALOID,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,VINCA ALKALOID,,CARBOPLATIN_VINCRISTINE,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,,OBSERVATION,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,,OBSERVATION,,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,,,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,PROGRESSION,,,,,IMPROVING,boston_childrens
19,NOT_MENTIONED,STABLE,NOT_MENTIONED,,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,STABLE,NOT_MENTIONED,,,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,STABLE,SYMPTOM_PRESENT,,,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,STABLE,SYMPTOM_PRESENT,,,,IMPROVING,boston_childrens
19,NOT_MENTIONED,STABLE,,PLATINUM,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,STABLE,,PLATINUM,CHEMOTHERAPY,,,boston_childrens
19,NOT_MENTIONED,STABLE,,PLATINUM,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,STABLE,,PLATINUM,,,,boston_childrens
19,NOT_MENTIONED,STABLE,,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,STABLE,,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,STABLE,,VINCA ALKALOID,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,STABLE,,VINCA ALKALOID,,NOT_MENTIONED,,boston_childrens
19,NOT_MENTIONED,STABLE,,,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,OTHER,,boston_childrens
19,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,,OTHER,,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,ANTIMETABOLITE,CHEMOTHERAPY,OTHER,,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,ANTIMETABOLITE,,OTHER,,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OBSERVATION,,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OBSERVATION,,,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OTHER TARGETED,TARGETED_THERAPY,cumulus__none,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OTHER TARGETED,TARGETED_THERAPY,,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OTHER TARGETED,,cumulus__none,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,OTHER TARGETED,,,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,,OBSERVATION,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,,OBSERVATION,,DECLINING,boston_childrens
19,NOT_MENTIONED,,SYMPTOM_PRESENT,,,OBSERVATION,DECLINING,boston_childrens
19,NOT_MENTIONED,,,ETOPOSIDE,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,,ETOPOSIDE,CHEMOTHERAPY,,,boston_childrens
19,NOT_MENTIONED,,,ETOPOSIDE,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,,ETOPOSIDE,,,,boston_childrens
19,NOT_MENTIONED,,,GROSS TOTAL,SURGERY,GROSS_TOTAL,,boston_childrens
19,NOT_MENTIONED,,,GROSS TOTAL,SURGERY,,,boston_childrens
19,NOT_MENTIONED,,,GROSS TOTAL,,GROSS_TOTAL,,boston_childrens
19,NOT_MENTIONED,,,GROSS TOTAL,,,,boston_childrens
19,NOT_MENTIONED,,,MAPK,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,,MAPK,,,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,,MTOR,TARGETED_THERAPY,,DECLINING,boston_childrens
19,NOT_MENTIONED,,,MTOR,,,DECLINING,boston_childrens
19,NOT_MENTIONED,,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
19,NOT_MENTIONED,,,TOPOISOMERASE,,OTHER,NOT_MENTIONED,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,ALKYLATING,CHEMOTHERAPY,OTHER,,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,ALKYLATING,,OTHER,,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,cumulus__none,,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,TARGETED_THERAPY,,,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,,cumulus__none,,boston_childrens
19,,PROGRESSION,NOT_MENTIONED,OTHER TARGETED,,,,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,MAPK,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,MAPK,,,NOT_MENTIONED,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,MTOR,TARGETED_THERAPY,cumulus__none,DECLINING,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,MTOR,,cumulus__none,DECLINING,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,OTHER,DECLINING,boston_childrens
19,,PROGRESSION,SYMPTOM_PRESENT,VINCA ALKALOID,,OTHER,DECLINING,boston_childrens
19,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,OTHER,DECLINING,boston_childrens
19,,PROGRESSION,,ALKYLATING,,OTHER,DECLINING,boston_childrens
19,,PROGRESSION,,ANTIMETABOLITE,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
19,,PROGRESSION,,ANTIMETABOLITE,,NOT_MENTIONED,,boston_childrens
19,,PROGRESSION,,BIOPSY,SURGERY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,,PROGRESSION,,BIOPSY,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
19,,PROGRESSION,,BRAF,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,BRAF,,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,DECLINING,boston_childrens
19,,PROGRESSION,,CHEMOTHERAPY,,NOT_MENTIONED,DECLINING,boston_childrens
19,,PROGRESSION,,MAPK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,MAPK,,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,MEK,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,MEK,,trametinib 0.5 MG Oral Tablet,,boston_childrens
19,,PROGRESSION,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,,boston_childrens
19,,PROGRESSION,,TOPOISOMERASE,,OTHER,,boston_childrens
19,,PROGRESSION,,TRAMETINIB,TARGETED_THERAPY,trametinib 0.5 MG Oral Tablet,,boston_childrens
